action,record_type,record_uuid,size_bytes,num_endpoints,num_config_rules,num_constraints,num_sub_services,num_sub_slices,time_requested,time_replied,time_notified,exec_time,event_delay
create,service,1f9516ef-3cd2-491b-b8b8-e89745848e31,9046,2,5,3,,,1685550725.9997745,1685550728.3926327,1685550728.3943694,2.3928582668304443,2.39459490776062
delete,slice,d6a04b89-0ac3-48b6-aeb2-6458d0b46965,9506,2,5,3,0,1,1685550728.39316,1685550730.7495656,1685550730.7440388,2.35640549659729,2.3508787155151367
update,slice,f909be73-5686-41e1-a9de-e7a6214365dc,8540,2,5,3,2,2,1685550730.7564301,1685550733.1395452,1685550733.1271703,2.38311505317688,2.3707401752471924
update,slice,f909be73-5686-41e1-a9de-e7a6214365dc,8666,2,5,3,2,2,1685550751.0161364,1685550753.4163308,1685550753.41311,2.4001944065093994,2.3969736099243164
create,device,4bfdce86-e067-4213-9889-5a0c167b0033,30776,39,12,,,,1685550738.270338,1685550741.0082612,1685550740.9780226,2.7379231452941895,2.7076845169067383
delete,service,d821bc57-a163-475c-9d68-36fbb1fe6761,9243,2,5,3,,,1685550741.0086708,1685550743.3770738,1685550743.3764577,2.3684029579162598,2.3677868843078613
create,slice,872e88d0-6974-4446-92e7-df91712483d2,8372,2,5,3,0,1,1685550743.3817174,1685550745.8246338,1685550745.7840369,2.4429163932800293,2.4023194313049316
delete,link,05f45466-19ea-481f-89f4-4ad6d56a8733,741,2,,,,,1685550745.8248546,1685550748.0789561,1685550748.0786026,2.254101514816284,2.2537479400634766
get,slice,a541a2ea-841a-4932-b85f-f9792a94ee71,10145,2,5,3,1,0,1685550748.0828073,1685550748.2217884,,0.13898110389709473,
get,service,4cf798e2-733b-4a43-8d9a-4d2236c2edbf,9214,2,5,3,,,1685550748.2221658,1685550748.347939,,0.12577319145202637,
delete,device,0c7f43c2-472a-472a-bf6c-7bf3f679ff1b,18191,3,15,,,,1685550748.3495843,1685550750.7280738,1685550750.7249413,2.3784894943237305,2.375356912612915
get,slice,6f118951-0466-4fe0-abed-13dc87750d52,9145,2,5,3,0,1,1685550750.7282033,1685550750.8594873,,0.13128399848937988,
get,slice,6f118951-0466-4fe0-abed-13dc87750d52,10137,2,5,3,2,1,1685551006.17841,1685551006.3096883,,0.13127827644348145,
get,slice,6f118951-0466-4fe0-abed-13dc87750d52,10553,2,5,3,1,0,1685551187.545815,1685551187.6797235,,0.13390851020812988,
get,slice,6f118951-0466-4fe0-abed-13dc87750d52,10553,2,5,3,1,0,1685551741.1793468,1685551741.3175316,,0.1381847858428955,
delete,service,c6f2cd89-0ec1-4409-a4f0-d9ddb9f3655c,10447,2,5,3,,,1685550753.4167194,1685550755.760989,1685550755.755391,2.3442695140838623,2.3386714458465576
get,service,b20eeba9-3a19-4130-b0a7-13f1520790c6,10456,2,5,3,,,1685550755.7614307,1685550755.9002733,,0.13884258270263672,
update,link,7e07cff2-e2a0-4710-a591-a379d0394e8a,741,2,,,,,1685550755.9008164,1685550758.1527848,1685550758.1519997,2.2519683837890625,2.251183271408081
update,link,7e07cff2-e2a0-4710-a591-a379d0394e8a,741,2,,,,,1685551207.971188,1685551210.2153375,1685551210.2100165,2.2441494464874268,2.238828420639038
update,link,7e07cff2-e2a0-4710-a591-a379d0394e8a,741,2,,,,,1685551362.7377894,1685551364.9959843,1685551365.0014572,2.258194923400879,2.2636678218841553
create,link,251c4999-632c-4540-aabb-1f1f1d389f61,741,2,,,,,1685550758.153162,1685550760.3849015,1685550760.384074,2.2317395210266113,2.23091197013855
delete,link,d55d720a-ce46-4da3-91aa-5e895bc3b040,741,2,,,,,1685550760.3873591,1685550762.6298718,1685550762.635375,2.2425127029418945,2.248015880584717
update,service,3e53367a-7f68-4bd0-a45e-cd10a5da70a8,9368,2,5,3,,,1685550762.636928,1685550765.0891392,1685550765.0762482,2.4522111415863037,2.4393200874328613
create,service,485bc2cb-df52-495a-a0cc-848225b7d205,10330,2,5,3,,,1685550768.0600255,1685550770.5588593,1685550770.506952,2.4988338947296143,2.4469265937805176
delete,slice,e97a29ff-da64-434c-a0ab-77c170ba8fc1,10287,2,5,3,2,2,1685550770.5593154,1685550772.91738,1685550772.9134386,2.358064651489258,2.354123115539551
get,link,c0a4648c-d9dc-4056-9d26-2383affdc25b,741,2,,,,,1685550772.918758,1685550772.988539,,0.06978106498718262,
create,slice,4a316935-9f81-40e2-8878-37199401e6dd,10154,2,5,3,1,0,1685550772.9980354,1685550775.4430864,1685550775.433754,2.4450509548187256,2.435718536376953
create,device,3c8527a8-5acb-4e19-8676-4dbbd660bfec,25242,24,13,,,,1685550775.4522061,1685550778.0524786,1685550778.0518928,2.6002724170684814,2.599686622619629
delete,device,577ed428-fb34-4498-9755-a5b0eb7924aa,43004,2,35,,,,1685550778.053671,1685550780.5609472,1685550780.550464,2.5072762966156006,2.496793031692505
create,link,7f634e4a-9c91-4f47-ace3-8160163d5b71,741,2,,,,,1685550780.5612812,1685550782.8170054,1685550782.8057206,2.2557241916656494,2.2444393634796143
delete,device,22a06d03-fce8-404d-a0c1-4343a65c2e6b,123576,32,96,,,,1685550782.8226166,1685550785.7235692,1685550785.7016776,2.9009525775909424,2.879060983657837
delete,service,3e53367a-7f68-4bd0-a45e-cd10a5da70a8,9368,2,5,3,,,1685550785.7247322,1685550788.1351655,1685550788.1334372,2.410433292388916,2.408704996109009
create,service,5e9d65a0-e8b9-4162-b33e-7ad92278ef09,8910,2,5,3,,,1685550788.140742,1685550790.5342426,1685550790.525332,2.393500566482544,2.384589910507202
create,device,b3b6674d-2372-4e3e-b0ca-62fe85aad1b9,11778,8,7,,,,1685550790.5404928,1685550793.0035348,1685550792.9977882,2.4630420207977295,2.4572954177856445
create,slice,5b2a4a62-41e2-4b9a-a314-4b1198dead8e,10587,2,5,3,2,1,1685550793.0165036,1685550795.471652,1685550795.455722,2.455148458480835,2.439218521118164
update,device,afb1223f-17c9-4e92-96e6-447509c3fa68,89722,25,66,,,,1685550795.5258641,1685550798.6011183,1685550798.5402563,3.075254201889038,3.014392137527466
update,device,afb1223f-17c9-4e92-96e6-447509c3fa68,109575,36,93,,,,1685551354.9775648,1685551358.0949023,1685551358.0936425,3.117337465286255,3.1160776615142822
update,device,afb1223f-17c9-4e92-96e6-447509c3fa68,33713,13,24,,,,1685551795.1093347,1685551797.7603474,1685551797.7564886,2.651012659072876,2.647153854370117
get,service,e7f4fc97-2269-4126-ac29-7f1deaef6ba3,8386,2,5,3,,,1685550798.6729412,1685550798.8070512,,0.1341099739074707,
get,device,c596e0aa-a810-4b87-9228-565ffef37fd1,63923,38,44,,,,1685550798.8074532,1685550799.013578,,0.20612478256225586,
delete,link,c0a4648c-d9dc-4056-9d26-2383affdc25b,741,2,,,,,1685550799.1018875,1685550801.3851962,1685550801.3836772,2.283308744430542,2.281789779663086
delete,slice,3c640fb4-1a1f-4bf6-9d33-c3a6c8419993,9956,2,5,3,2,1,1685550806.2830472,1685550808.6508653,1685550808.6499968,2.3678181171417236,2.3669495582580566
update,link,e3fa60ea-e185-4563-ad59-0a42b4858aaf,741,2,,,,,1685550808.651393,1685550810.8923666,1685550810.8889835,2.240973711013794,2.2375905513763428
update,link,e3fa60ea-e185-4563-ad59-0a42b4858aaf,741,2,,,,,1685551011.2938614,1685551013.524,1685551013.5237305,2.2301385402679443,2.2298691272735596
delete,device,b3b6674d-2372-4e3e-b0ca-62fe85aad1b9,11778,8,7,,,,1685550813.6714926,1685550816.043067,1685550816.0395226,2.3715744018554688,2.368030071258545
delete,slice,f909be73-5686-41e1-a9de-e7a6214365dc,8666,2,5,3,2,2,1685550818.4956303,1685550820.8580542,1685550820.8582947,2.362423896789551,2.3626644611358643
get,link,0db95318-dc3e-47ff-8022-3c310a253988,741,2,,,,,1685550820.858148,1685550820.9286587,,0.0705106258392334,
get,link,0db95318-dc3e-47ff-8022-3c310a253988,741,2,,,,,1685551151.6092107,1685551151.6795316,,0.07032084465026855,
get,link,0db95318-dc3e-47ff-8022-3c310a253988,741,2,,,,,1685551537.3694084,1685551537.441504,,0.07209563255310059,
create,device,96369cd2-50cd-41d3-8979-84b89599fc9a,63786,39,44,,,,1685550820.9620326,1685550823.8399732,1685550823.8268414,2.8779406547546387,2.8648087978363037
get,slice,9b0563cd-1737-4239-b53c-d6056bcb784a,9723,2,5,3,1,0,1685550823.840124,1685550823.978834,,0.13871002197265625,
delete,service,5689b23d-36b6-49eb-9173-c1e02007dac8,9216,2,5,3,,,1685550826.226086,1685550828.591027,1685550828.585219,2.364941120147705,2.359133005142212
delete,link,7f634e4a-9c91-4f47-ace3-8160163d5b71,741,2,,,,,1685550828.888083,1685550831.1438293,1685550831.1433332,2.255746364593506,2.2552502155303955
create,slice,1b236860-168e-43cb-8d8f-496ef0fbd406,9511,2,5,3,2,2,1685550831.1513534,1685550833.6466064,1685550833.6300719,2.495253086090088,2.4787185192108154
create,service,752530af-28c0-49fc-b448-7d07219a0950,8905,2,5,3,,,1685550833.6560252,1685550836.0597742,1685550836.047628,2.4037489891052246,2.3916027545928955
get,service,08a939f5-96c5-4cf5-9600-8dda7db9540b,10228,2,5,3,,,1685550836.059841,1685550836.2048483,,0.14500737190246582,
create,link,765a5057-1406-4923-947d-1a7239f41c1b,741,2,,,,,1685550836.2058809,1685550838.4487805,1685550838.4445448,2.2428996562957764,2.238663911819458
update,slice,5b2a4a62-41e2-4b9a-a314-4b1198dead8e,10467,2,5,3,2,2,1685550838.4577987,1685550840.902662,1685550840.8947656,2.4448633193969727,2.436966896057129
create,device,e5e07f20-e201-42c1-a0f3-664fa4b37c3c,32267,41,14,,,,1685550840.9295158,1685550843.6722562,1685550843.6126883,2.7427403926849365,2.6831724643707275
delete,service,a371c75e-20ba-4ef6-8b8a-3f3e6f7113bc,9636,2,5,3,,,1685550843.6730845,1685550846.0370977,1685550846.0368445,2.364013195037842,2.363759994506836
delete,link,1d420a47-6210-41b6-a6d3-b5308c854b0a,741,2,,,,,1685550846.037405,1685550848.29021,1685550848.2855854,2.25280499458313,2.248180389404297
get,link,43898698-7edd-4a04-ab88-45af1295ed15,741,2,,,,,1685550851.0943809,1685550851.1697052,,0.07532429695129395,
update,link,765a5057-1406-4923-947d-1a7239f41c1b,741,2,,,,,1685550851.1706867,1685550853.4233108,1685550853.418178,2.252624034881592,2.2474913597106934
delete,device,661dcc5e-0a40-4afb-9919-040603a8e6df,70428,12,61,,,,1685550853.4251065,1685550856.0135345,1685550856.0011592,2.588428020477295,2.576052665710449
get,slice,4a316935-9f81-40e2-8878-37199401e6dd,10154,2,5,3,1,0,1685550858.5241423,1685550858.6536613,,0.12951898574829102,
get,slice,4a316935-9f81-40e2-8878-37199401e6dd,10154,2,5,3,1,0,1685550930.1859934,1685550930.314451,,0.12845754623413086,
get,slice,4a316935-9f81-40e2-8878-37199401e6dd,10154,2,5,3,1,0,1685550983.9055827,1685550984.0380714,,0.13248872756958008,
get,slice,4a316935-9f81-40e2-8878-37199401e6dd,10978,2,5,3,2,2,1685551141.5355718,1685551141.6670382,,0.13146638870239258,
update,service,08a939f5-96c5-4cf5-9600-8dda7db9540b,10391,2,5,3,,,1685550858.662921,1685550861.1192496,1685550861.102622,2.4563286304473877,2.4397010803222656
update,service,08a939f5-96c5-4cf5-9600-8dda7db9540b,8674,2,5,3,,,1685550916.7887435,1685550919.1680152,1685550919.159095,2.3792717456817627,2.370351552963257
delete,slice,9b0563cd-1737-4239-b53c-d6056bcb784a,9723,2,5,3,1,0,1685550861.2583623,1685550863.6305175,1685550863.6206071,2.37215518951416,2.3622448444366455
create,slice,62afe33a-9786-43b2-9b9a-80c4cc00a711,11399,2,5,3,2,1,1685550863.6371644,1685550866.0942852,1685550866.085376,2.457120895385742,2.448211669921875
create,service,67113fa5-aaa7-49ae-bc4f-12876c7ed46f,9456,2,5,3,,,1685550866.1014156,1685550868.537155,1685550868.5365756,2.435739278793335,2.435159921646118
create,link,d84ff26e-fdbc-44db-bc2a-7e2367eb96b5,741,2,,,,,1685550868.5395334,1685550870.8022242,1685550870.8029025,2.262690782546997,2.263369083404541
get,device,ae8f46d0-fb10-4b2f-a2c0-52532842b959,99114,47,72,,,,1685550870.8023138,1685550871.1645849,,0.3622710704803467,
get,device,ae8f46d0-fb10-4b2f-a2c0-52532842b959,114084,25,96,,,,1685550986.2833164,1685550986.6240644,,0.3407480716705322,
get,device,ae8f46d0-fb10-4b2f-a2c0-52532842b959,64059,3,54,,,,1685551397.85704,1685551398.1359715,,0.2789316177368164,
delete,link,dfedf91f-272e-4381-8d43-406b1740cc43,741,2,,,,,1685550871.166486,1685550873.4563992,1685550873.4558418,2.2899131774902344,2.289355754852295
delete,slice,1b236860-168e-43cb-8d8f-496ef0fbd406,9511,2,5,3,2,2,1685550873.4572568,1685550875.881459,1685550875.8853364,2.4242022037506104,2.428079605102539
create,service,9d4c6848-4b70-48a5-a6d8-78c09acd1770,7316,2,5,3,,,1685550875.8849795,1685550878.3204722,1685550878.3123546,2.435492753982544,2.427375078201294
delete,device,3c8527a8-5acb-4e19-8676-4dbbd660bfec,25242,24,13,,,,1685550878.3233395,1685550880.7466938,1685550880.7463064,2.423354387283325,2.422966957092285
update,slice,3a0a64c6-88ef-4d25-ac3b-b57daf8b18ad,9795,2,5,3,1,0,1685550880.8891506,1685550883.38487,1685550883.3356519,2.4957194328308105,2.4465012550354004
update,slice,3a0a64c6-88ef-4d25-ac3b-b57daf8b18ad,9218,2,5,3,0,1,1685551426.1523223,1685551428.5482206,1685551428.5436733,2.3958983421325684,2.3913509845733643
create,device,329e4372-2a63-40b9-8648-33a673ab8362,59081,5,51,,,,1685550883.7615433,1685550886.7688468,1685550886.7501454,3.007303476333618,2.9886021614074707
create,link,34c2418f-1f3b-4baf-b418-7572992d4e00,741,2,,,,,1685550890.048014,1685550892.3041894,1685550892.3038583,2.2561755180358887,2.2558443546295166
create,slice,b896872d-ef15-4dbb-8543-b62da06a338c,10305,2,5,3,1,2,1685550897.2158115,1685550899.650607,1685550899.6502807,2.434795618057251,2.434469223022461
delete,service,e7f4fc97-2269-4126-ac29-7f1deaef6ba3,8386,2,5,3,,,1685550899.6511865,1685550901.9617484,1685550901.9614358,2.3105618953704834,2.3102493286132812
get,link,222ed7f2-09a2-4e77-bf8c-695277d91ebc,741,2,,,,,1685550901.9618664,1685550902.032985,,0.07111859321594238,
delete,device,f15d57b7-63fd-4b59-bd16-a110bc44f717,95148,31,83,,,,1685550906.7354915,1685550909.5485709,1685550909.4850724,2.813079357147217,2.7495808601379395
create,service,95f692eb-224d-4449-8645-8db2cf3764dc,8949,2,5,3,,,1685550909.556468,1685550911.95098,1685550911.9507375,2.3945119380950928,2.3942694664001465
delete,service,95f692eb-224d-4449-8645-8db2cf3764dc,8949,2,5,3,,,1685550911.9513798,1685550914.3072245,1685550914.3065298,2.355844736099243,2.355149984359741
delete,link,fff48345-6c85-40ed-b046-259c88a4fb63,741,2,,,,,1685550914.4975133,1685550916.7840223,1685550916.77948,2.2865090370178223,2.2819666862487793
create,device,1eac13ad-7dd5-4521-82cc-e545763ff9bf,62407,13,52,,,,1685550919.2036211,1685550922.043289,1685550922.0339668,2.839667797088623,2.830345630645752
update,device,ae8f46d0-fb10-4b2f-a2c0-52532842b959,114084,25,96,,,,1685550922.2667,1685550925.561996,1685550925.5545716,3.2952959537506104,3.2878715991973877
update,device,ae8f46d0-fb10-4b2f-a2c0-52532842b959,64059,3,54,,,,1685551190.388989,1685551193.2515507,1685551193.247967,2.8625617027282715,2.858978033065796
delete,slice,62afe33a-9786-43b2-9b9a-80c4cc00a711,11399,2,5,3,2,1,1685550925.565504,1685550927.951958,1685550927.9486449,2.386453866958618,2.383140802383423
create,link,c1c6862c-53a9-4c2e-b7ed-48c924dbbe75,741,2,,,,,1685550927.9524243,1685550930.1859086,1685550930.1852074,2.2334842681884766,2.232783079147339
create,slice,e13fa9b6-2d18-411e-9c14-c61cb0a1ace5,8894,2,5,3,2,2,1685550930.3201406,1685550932.752148,1685550932.7175474,2.432007312774658,2.397406816482544
delete,service,1fe7c3a8-93de-4481-9602-c0f5261ee936,9672,2,5,3,,,1685550932.75259,1685550935.117807,1685550935.1141288,2.3652169704437256,2.361538887023926
create,slice,1cf5478b-ec90-499a-95a2-9fad913699ed,12087,2,5,3,2,2,1685550935.128136,1685550937.6078725,1685550937.5868304,2.479736566543579,2.4586944580078125
delete,link,31947184-fd3c-4271-87db-e3de76037fa3,741,2,,,,,1685550937.6081529,1685550939.8965764,1685550939.8899484,2.288423538208008,2.2817955017089844
create,device,a56a75be-fe66-4688-9fc7-91b60a51ef2a,67573,13,59,,,,1685550939.9389322,1685550942.848033,1685550942.8206403,2.9091007709503174,2.8817081451416016
update,service,f43c97f4-757e-4f9d-be38-f3a22963a4ba,10557,2,5,3,,,1685550942.858198,1685550945.2991202,1685550945.286917,2.440922260284424,2.4287190437316895
delete,device,96369cd2-50cd-41d3-8979-84b89599fc9a,63786,39,44,,,,1685550945.3017452,1685550947.9122968,1685550947.847642,2.610551595687866,2.5458967685699463
create,service,eb94453c-25bf-42ad-844c-f1efe9d0a328,9721,2,5,3,,,1685550947.9198942,1685550950.3622093,1685550950.3527198,2.442315101623535,2.4328255653381348
create,link,8f75d465-e88a-43dd-b4ee-47acb3f4a513,741,2,,,,,1685550950.362541,1685550952.608815,1685550952.60839,2.246273994445801,2.245849132537842
get,device,0284f7fc-e39c-4a2d-b9b2-709bc0e64055,13819,24,4,,,,1685550952.7470975,1685550952.8277106,,0.0806131362915039,
get,device,0284f7fc-e39c-4a2d-b9b2-709bc0e64055,13819,24,4,,,,1685551021.303758,1685551021.4972355,,0.19347763061523438,
delete,slice,29b61621-7a69-4d6d-840a-d46afcc736c8,9034,2,5,3,1,2,1685550957.7528694,1685550960.2024493,1685550960.197195,2.449579954147339,2.4443256855010986
update,slice,b896872d-ef15-4dbb-8543-b62da06a338c,10184,2,5,3,1,2,1685550960.2117598,1685550962.662529,1685550962.6563783,2.4507691860198975,2.4446184635162354
update,slice,b896872d-ef15-4dbb-8543-b62da06a338c,10854,2,5,3,1,1,1685551304.8268924,1685551307.2846456,1685551307.2748528,2.4577531814575195,2.447960376739502
get,slice,b19ee639-29c1-465c-a1be-6dccb456ee68,12393,2,5,3,2,0,1685550962.662619,1685550962.7953198,,0.13270068168640137,
get,slice,b19ee639-29c1-465c-a1be-6dccb456ee68,12393,2,5,3,2,0,1685551060.8527625,1685551061.0253074,,0.1725449562072754,
get,link,ba7d09a5-3a46-4dc7-9f86-7f6959167783,741,2,,,,,1685550962.7956438,1685550962.8657362,,0.07009243965148926,
delete,device,4bfdce86-e067-4213-9889-5a0c167b0033,30776,39,12,,,,1685550965.85259,1685550968.3592396,1685550968.3500967,2.5066494941711426,2.497506618499756
create,device,fd95a500-09e9-4a5f-b2ab-e79c3f81cffb,106217,11,92,,,,1685550970.8734303,1685550974.0672264,1685550973.9261298,3.193796157836914,3.052699565887451
update,slice,256915b4-c08b-4db0-a87f-692a25b85c96,10346,2,5,3,0,2,1685550974.0734525,1685550976.5142417,1685550976.5078518,2.440789222717285,2.434399366378784
delete,slice,50ac303c-ff60-4178-9fe8-0f14f490e8fb,10810,2,5,3,1,1,1685550976.6462672,1685550979.0186455,1685550979.0128462,2.372378349304199,2.366579055786133
create,service,62890510-9312-4e39-96df-77f1427baf2d,10265,2,5,3,,,1685550979.0233107,1685550981.470845,1685550981.4615896,2.4475343227386475,2.438278913497925
delete,service,f43c97f4-757e-4f9d-be38-f3a22963a4ba,10557,2,5,3,,,1685550981.540304,1685550983.90455,1685550983.9054427,2.364246129989624,2.3651387691497803
create,link,f3030e24-e690-4576-a998-e8cfdaa80ce2,741,2,,,,,1685550984.0387266,1685550986.2832503,1685550986.2834797,2.244523763656616,2.244753122329712
update,link,aa9a1963-99a7-4ac4-a548-8c45a89f302c,741,2,,,,,1685550986.625225,1685550988.8642964,1685550988.8569198,2.2390713691711426,2.2316946983337402
create,slice,ebc7e640-262c-4ff8-8d45-ce9c8186c03b,9828,2,5,3,2,1,1685550988.8743546,1685550991.3320835,1685550991.3222592,2.457728862762451,2.447904586791992
delete,link,85bc0dde-646f-44b7-bd87-84e6a930d49b,741,2,,,,,1685550991.333661,1685550993.5832486,1685550993.5826514,2.2495875358581543,2.248990297317505
create,link,ab0a2537-843e-4791-bb67-4cfae09223dc,741,2,,,,,1685550993.5839627,1685550995.8374188,1685550995.8327074,2.2534561157226562,2.2487447261810303
update,service,4cf798e2-733b-4a43-8d9a-4d2236c2edbf,9194,2,5,3,,,1685551001.3514009,1685551003.7315335,1685551003.7224734,2.3801326751708984,2.37107253074646
update,service,4cf798e2-733b-4a43-8d9a-4d2236c2edbf,9122,2,5,3,,,1685551096.3234808,1685551098.7218301,1685551098.7161493,2.3983492851257324,2.3926684856414795
update,service,4cf798e2-733b-4a43-8d9a-4d2236c2edbf,9508,2,5,3,,,1685551149.1677687,1685551151.609072,1685551151.6052842,2.441303253173828,2.4375154972076416
create,slice,e42f303b-aeb8-4bbf-8c50-0bb86f9053c1,9546,2,5,3,1,0,1685551003.738771,1685551006.1783211,1685551006.178071,2.4395501613616943,2.439300060272217
get,link,34c2418f-1f3b-4baf-b418-7572992d4e00,741,2,,,,,1685551006.30991,1685551006.3784945,,0.06858444213867188,
get,link,34c2418f-1f3b-4baf-b418-7572992d4e00,741,2,,,,,1685551461.6777935,1685551461.7487319,,0.0709383487701416,
create,service,aec0c495-d56f-4212-8801-e192a345fdae,9117,2,5,3,,,1685551006.385923,1685551008.7821834,1685551008.7733493,2.3962604999542236,2.3874263763427734
delete,slice,5b2a4a62-41e2-4b9a-a314-4b1198dead8e,10467,2,5,3,2,2,1685551008.7828288,1685551011.1575563,1685551011.1520987,2.374727487564087,2.369269847869873
get,service,fcc06dc3-937d-498a-a486-2a4418ef58eb,7961,2,5,3,,,1685551011.1598551,1685551011.293484,,0.13362884521484375,
delete,service,e8fa19fc-b095-4669-a5b4-f2bbb734986e,9770,2,5,3,,,1685551013.5245783,1685551015.8927705,1685551015.8892787,2.368192195892334,2.3647003173828125
delete,link,ca9a630c-8fad-4ad5-9738-65b9a713e836,741,2,,,,,1685551015.89307,1685551018.12986,1685551018.1293013,2.2367899417877197,2.2362313270568848
create,device,b38995b6-19c0-41ad-9a1c-911ecbb444d4,102470,43,79,,,,1685551018.1799223,1685551021.302297,1685551021.290002,3.1223747730255127,3.110079765319824
delete,device,99c37cd3-fe36-477a-ae37-50a84b7152d7,24497,38,9,,,,1685551021.4998996,1685551023.8911805,1685551023.8884883,2.3912808895111084,2.3885886669158936
create,service,121fde2b-12b1-492d-bed7-8551ff80fc5a,7374,2,5,3,,,1685551023.8964148,1685551026.3442597,1685551026.3275943,2.447844982147217,2.4311795234680176
get,device,e5e07f20-e201-42c1-a0f3-664fa4b37c3c,32267,41,14,,,,1685551028.5951562,1685551028.799315,,0.20415878295898438,
get,device,e5e07f20-e201-42c1-a0f3-664fa4b37c3c,24989,14,18,,,,1685551428.683118,1685551428.8245769,,0.14145874977111816,
get,slice,659ad2b9-ca89-4f3b-80cb-b2fa70eb32ad,12602,2,5,3,2,1,1685551028.8039951,1685551028.8862698,,0.0822746753692627,
get,slice,659ad2b9-ca89-4f3b-80cb-b2fa70eb32ad,12602,2,5,3,2,1,1685551111.3892446,1685551111.5272472,,0.13800263404846191,
get,slice,659ad2b9-ca89-4f3b-80cb-b2fa70eb32ad,12602,2,5,3,2,1,1685551416.1608799,1685551416.3036513,,0.14277148246765137,
delete,link,f3030e24-e690-4576-a998-e8cfdaa80ce2,741,2,,,,,1685551028.8866866,1685551031.1678493,1685551031.1651049,2.281162738800049,2.2784183025360107
delete,service,eb94453c-25bf-42ad-844c-f1efe9d0a328,9721,2,5,3,,,1685551031.1686692,1685551033.5381463,1685551033.537972,2.3694770336151123,2.369302749633789
delete,device,b38995b6-19c0-41ad-9a1c-911ecbb444d4,102470,43,79,,,,1685551033.541072,1685551036.2581127,1685551036.2364743,2.717040777206421,2.6954023838043213
delete,slice,e13fa9b6-2d18-411e-9c14-c61cb0a1ace5,8894,2,5,3,2,2,1685551036.2586908,1685551038.6314108,1685551038.6242833,2.3727200031280518,2.3655924797058105
create,slice,97c0691f-9e69-4798-8fb2-65f6802f1d1d,10534,2,5,3,1,2,1685551038.6381063,1685551041.0671263,1685551041.068146,2.4290199279785156,2.430039644241333
create,link,1d1776dc-20d8-4a6e-a768-edba25c7f31d,741,2,,,,,1685551041.0677094,1685551043.314553,1685551043.3101616,2.2468435764312744,2.2424521446228027
get,service,5e9d65a0-e8b9-4162-b33e-7ad92278ef09,8910,2,5,3,,,1685551045.8351371,1685551045.971631,,0.13649392127990723,
update,service,1f9516ef-3cd2-491b-b8b8-e89745848e31,8226,2,5,3,,,1685551045.9787302,1685551048.3754191,1685551048.3564274,2.396688938140869,2.377697229385376
update,service,1f9516ef-3cd2-491b-b8b8-e89745848e31,9490,2,5,3,,,1685551320.127594,1685551322.5832272,1685551322.5704136,2.4556331634521484,2.442819595336914
create,device,29307113-40ef-4c18-9868-4efc15177df9,21494,24,11,,,,1685551048.4586852,1685551051.0082095,1685551050.992612,2.5495243072509766,2.5339267253875732
update,device,0284f7fc-e39c-4a2d-b9b2-709bc0e64055,29417,19,19,,,,1685551051.0370154,1685551053.688657,1685551053.6770601,2.651641607284546,2.640044689178467
update,device,0284f7fc-e39c-4a2d-b9b2-709bc0e64055,56537,46,32,,,,1685551141.7007034,1685551144.6188674,1685551144.5658343,2.918164014816284,2.86513090133667
update,device,0284f7fc-e39c-4a2d-b9b2-709bc0e64055,77204,21,61,,,,1685551279.302443,1685551282.234411,1685551282.2067614,2.9319679737091064,2.904318332672119
create,service,d4181362-0dc9-4ca8-b41a-06f9db25b4c9,7102,2,5,3,,,1685551053.6947224,1685551056.074875,1685551056.0680432,2.380152702331543,2.3733208179473877
delete,service,d4181362-0dc9-4ca8-b41a-06f9db25b4c9,7102,2,5,3,,,1685551056.0752864,1685551058.3847814,1685551058.3828704,2.309494972229004,2.307584047317505
delete,link,765a5057-1406-4923-947d-1a7239f41c1b,741,2,,,,,1685551058.455322,1685551060.7188358,1685551060.7176023,2.2635138034820557,2.262280225753784
get,service,9d4c6848-4b70-48a5-a6d8-78c09acd1770,7316,2,5,3,,,1685551060.7189264,1685551060.8525856,,0.13365912437438965,
get,service,9d4c6848-4b70-48a5-a6d8-78c09acd1770,7316,2,5,3,,,1685551175.5684237,1685551175.707238,,0.13881421089172363,
get,service,9d4c6848-4b70-48a5-a6d8-78c09acd1770,7316,2,5,3,,,1685551215.9057274,1685551216.039598,,0.13387060165405273,
create,device,4c1bee88-fe05-4485-8e2a-e60f7889e7d7,113699,15,92,,,,1685551061.0801363,1685551064.2963126,1685551064.2389219,3.2161762714385986,3.158785581588745
delete,slice,1cf5478b-ec90-499a-95a2-9fad913699ed,12087,2,5,3,2,2,1685551064.2982018,1685551066.698657,1685551066.693293,2.4004552364349365,2.3950912952423096
create,slice,ed2d612d-ad79-4799-aab7-834fee76f306,7799,2,5,3,1,0,1685551066.7029934,1685551069.1012933,1685551069.0907578,2.3982999324798584,2.3877644538879395
create,link,ab43712d-900f-488c-ac48-880395bf52dc,741,2,,,,,1685551069.1019754,1685551071.3483343,1685551071.3473647,2.246358871459961,2.245389223098755
update,link,610fb821-120d-4846-a650-194e83c8222a,741,2,,,,,1685551073.7465882,1685551075.9869976,1685551075.9862165,2.2404093742370605,2.239628314971924
get,device,b8a29228-6901-4de5-86d6-4b654ec360d7,87352,10,83,,,,1685551075.9888792,1685551076.3187118,,0.3298325538635254,
get,device,b8a29228-6901-4de5-86d6-4b654ec360d7,87352,10,83,,,,1685551685.3283052,1685551685.6653576,,0.3370523452758789,
